"Hora local en Santiago (aeropuerto)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"28.01.2017 01:00";"18.0";"746.7";"762.8";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"17.0";
"28.01.2017 00:00";"18.0";"746.7";"762.8";"94";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 450 m";"10.0 y más";"17.0";
"27.01.2017 23:00";"19.0";"747.4";"763.5";"94";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 450 m";"10.0 y más";"18.0";
"27.01.2017 22:00";"20.0";"746.8";"762.8";"94";"Viento procedente del nornoreste";"2";"";"";"";"Nubosidad escasa (10-30%) 450 m";"10.0 y más";"19.0";
"27.01.2017 21:00";"22.0";"746.9";"762.8";"83";"Viento procedente del sur";"2";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"19.0";
"27.01.2017 20:00";"23.0";"746.2";"762.0";"74";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"18.0";
"27.01.2017 19:00";"26.0";"745.5";"761.2";"61";"Viento procedente del sursureste";"2";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"18.0";
"27.01.2017 18:00";"28.0";"745.6";"761.2";"55";"Viento procedente del sursureste";"4";"";"";"";"Nubosidad escasa (10-30%) 690 m";"10.0 y más";"18.0";
"27.01.2017 17:00";"29.0";"745.7";"761.2";"48";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 690 m";"10.0 y más";"17.0";
"27.01.2017 16:00";"29.0";"745.7";"761.2";"48";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 660 m";"10.0 y más";"17.0";
"27.01.2017 15:00";"29.0";"745.7";"761.2";"48";"Viento procedente del sursureste";"5";"";"";"";"Nubosidad escasa (10-30%) 660 m";"10.0 y más";"17.0";
"27.01.2017 14:00";"28.0";"747.2";"762.8";"89";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad escasa (10-30%) 660 m";"10.0 y más";"26.0";
"27.01.2017 13:00";"28.0";"747.9";"763.5";"58";"Viento procedente del sursureste";"7";"";"";"";"Nubosidad escasa (10-30%) 660 m";"10.0 y más";"19.0";
"27.01.2017 12:00";"27.0";"748.6";"764.3";"62";"Viento procedente del sudeste";"6";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"19.0";
"27.01.2017 11:00";"24.0";"743.3";"759.0";"74";"Viento procedente del sudeste";"6";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"19.0";
"27.01.2017 10:00";"22.0";"749.1";"765.0";"78";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"18.0";
"27.01.2017 09:00";"18.0";"748.2";"764.3";"83";"Viento procedente del sursureste";"2";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"15.0";
"27.01.2017 08:00";"16.0";"748.0";"764.3";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"15.0";
"27.01.2017 07:00";"16.0";"747.3";"763.5";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"15.0";
"27.01.2017 06:00";"16.0";"747.3";"763.5";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"16.0";
"27.01.2017 05:00";"16.0";"747.3";"763.5";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"16.0";
"27.01.2017 04:00";"17.0";"747.3";"763.5";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"16.0";
"27.01.2017 03:00";"17.0";"747.3";"763.5";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"16.0";
"27.01.2017 02:00";"18.0";"748.2";"764.3";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"17.0";
"27.01.2017 01:00";"18.0";"748.2";"764.3";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"17.0";
"27.01.2017 00:00";"18.0";"748.2";"764.3";"94";"Viento procedente del noreste";"2";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"17.0";
"26.01.2017 23:00";"20.0";"748.9";"765.0";"83";"Viento procedente del noreste";"2";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"17.0";
"26.01.2017 22:00";"21.0";"749.0";"765.0";"78";"Viento procedente del sudeste";"2";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"17.0";
"26.01.2017 21:00";"23.0";"748.4";"764.3";"78";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"19.0";
"26.01.2017 20:00";"23.0";"747.6";"763.5";"78";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"19.0";
"26.01.2017 19:00";"25.0";"747.1";"762.8";"69";"Viento procedente del sudeste";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"19.0";
"26.01.2017 18:00";"26.0";"747.1";"762.8";"54";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"16.0";
"26.01.2017 17:00";"27.0";"747.2";"762.8";"54";"Viento procedente del sur";"4";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"17.0";
"26.01.2017 16:00";"27.0";"747.2";"762.8";"51";"Viento procedente del sudeste";"4";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"16.0";
"26.01.2017 15:00";"27.0";"747.2";"762.8";"51";"Viento procedente del sursureste";"4";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"16.0";
"26.01.2017 14:00";"27.0";"747.8";"763.5";"51";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"16.0";
"26.01.2017 13:00";"26.0";"748.6";"764.3";"54";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"16.0";
"26.01.2017 12:00";"25.0";"749.2";"765.0";"61";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"17.0";
"26.01.2017 11:00";"24.0";"749.2";"765.0";"65";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"17.0";
"26.01.2017 10:00";"22.0";"749.1";"765.0";"88";"Viento procedente del este";"3";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"20.0";
"26.01.2017 09:00";"18.0";"748.8";"765.0";"88";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"16.0";
"26.01.2017 08:00";"14.0";"747.9";"764.3";"94";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 360 m";"10.0 y más";"13.0";
"26.01.2017 07:00";"15.0";"748.0";"764.3";"100";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 300 m";"10.0 y más";"15.0";
"26.01.2017 06:00";"15.0";"747.2";"763.5";"100";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 300 m";"10.0 y más";"15.0";
"26.01.2017 05:00";"15.0";"746.5";"762.8";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 300 m";"10.0 y más";"15.0";
"26.01.2017 04:00";"17.0";"746.6";"762.8";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 360 m";"10.0 y más";"16.0";
"26.01.2017 03:00";"17.0";"746.6";"762.8";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 360 m";"10.0 y más";"16.0";
"26.01.2017 02:00";"18.0";"747.4";"763.5";"94";"Viento procedente del este";"2";"";"";"";"Nubosidad escasa (10-30%) 360 m";"10.0 y más";"17.0";
"26.01.2017 01:00";"20.0";"748.3";"764.3";"88";"Viento procedente del este";"2";"";"";"";"Nubosidad escasa (10-30%) 420 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"18.0";
"26.01.2017 00:00";"21.0";"748.3";"764.3";"88";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad dispersa (40-50%) 480 m, nubosidad fragmentada (60-90%) 2100 m";"10.0 y más";"19.0";
"25.01.2017 23:00";"20.0";"748.3";"764.3";"88";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"18.0";
"25.01.2017 22:00";"21.0";"748.3";"764.3";"88";"Viento procedente del sudeste";"2";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"19.0";
"25.01.2017 21:00";"22.0";"747.6";"763.5";"83";"Viento procedente del sudeste";"4";"";"";"";"Nubosidad escasa (10-30%) 510 m";"10.0 y más";"19.0";
"25.01.2017 20:00";"22.0";"746.9";"762.8";"83";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"19.0";
"25.01.2017 19:00";"24.0";"746.2";"762.0";"74";"Viento procedente del este";"2";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"19.0";
"25.01.2017 18:00";"26.0";"746.3";"762.0";"70";"Viento procedente del noreste";"2";"";"";"";"Nubosidad escasa (10-30%) 630 m";"10.0 y más";"20.0";
"25.01.2017 17:00";"30.0";"745.7";"761.2";"52";"vientos de dirección variable";"2";"";"";"";"Nubosidad dispersa (40-50%) 750 m";"10.0 y más";"19.0";
"25.01.2017 16:00";"29.0";"745.7";"761.2";"55";"Viento procedente del sursuroeste";"2";"";"";"";"Nubosidad escasa (10-30%) 750 m";"";"19.0";
"25.01.2017 15:00";"29.0";"745.7";"761.2";"55";"Viento procedente del oeste";"3";"";"";"";"Nubosidad escasa (10-30%) 720 m";"10.0 y más";"19.0";
"25.01.2017 14:00";"28.0";"746.4";"762.0";"58";"Viento procedente del oestenoroeste";"3";"";"";"";"Nubosidad escasa (10-30%) 690 m";"10.0 y más";"19.0";
"25.01.2017 13:00";"26.0";"747.1";"762.8";"65";"Viento procedente del nornoroeste";"2";"";"";"";"Nubosidad escasa (10-30%) 630 m";"10.0 y más";"19.0";
"25.01.2017 12:00";"26.0";"748.6";"764.3";"70";"Viento procedente del oestenoroeste";"3";"";"";"";"Nubosidad escasa (10-30%) 660 m";"10.0 y más";"20.0";
"25.01.2017 11:00";"26.0";"748.6";"764.3";"70";"Viento procedente del noroeste";"3";"";"";"";"";"10.0 y más";"20.0";
"25.01.2017 10:00";"25.0";"747.7";"763.5";"79";"Viento procedente del noroeste";"4";"";"";"";"Nubosidad dispersa (40-50%) 540 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"21.0";
"25.01.2017 09:00";"22.0";"747.6";"763.5";"94";"Viento procedente del oestenoroeste";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"21.0";
"25.01.2017 08:00";"20.0";"746.8";"762.8";"94";"Viento procedente del oeste";"3";"";"";"";"Nubosidad dispersa (40-50%) 480 m, nubosidad fragmentada (60-90%) 2100 m";"10.0 y más";"19.0";
"25.01.2017 07:00";"20.0";"746.0";"762.0";"94";"Calma, escampado";"0";"";"";"";"Nubosidad fragmentada (60-90%) 480 m";"10.0 y más";"19.0";
"25.01.2017 06:00";"19.0";"745.2";"761.2";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 480 m";"10.0 y más";"19.0";
"25.01.2017 05:00";"20.0";"745.2";"761.2";"94";"Viento procedente del oestenoroeste";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"19.0";
"25.01.2017 04:00";"20.0";"745.2";"761.2";"100";"Viento procedente del oestenoroeste";"3";"";"";"";"Nubosidad escasa (10-30%) 480 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"20.0";
"25.01.2017 03:00";"20.0";"745.2";"761.2";"100";"Viento procedente del oestenoroeste";"4";"";"";"";"Nubosidad escasa (10-30%) 480 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"20.0";
"25.01.2017 02:00";"";"";"761.2";"";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 000 3540 m, nubosidad dispersa (40-50%)3 000 630 m/21";"10.0 y más";"";
"25.01.2017 01:00";"21.0";"746.1";"762.0";"100";"Viento procedente del noroeste";"2";"";"";"";"Nubosidad dispersa (40-50%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"21.0";
"25.01.2017 00:00";"21.0";"746.1";"762.0";"100";"Viento procedente del noroeste";"3";"";"";"";"Nubosidad dispersa (40-50%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"21.0";
"24.01.2017 23:00";"22.0";"746.1";"762.0";"83";"Viento procedente del oeste";"2";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"19.0";
"24.01.2017 22:00";"23.0";"745.4";"761.2";"89";"Viento procedente del oestenoroeste";"5";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"21.0";
"24.01.2017 21:00";"23.0";"744.7";"760.5";"89";"Viento procedente del noroeste";"5";"";"";"";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"21.0";
"24.01.2017 20:00";"23.0";"743.9";"759.7";"83";"Viento procedente del nornoroeste";"3";"";"";"";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"20.0";
"24.01.2017 19:00";"25.0";"743.3";"759.0";"74";"Viento procedente del nornoroeste";"3";"";"";"";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"20.0";
"24.01.2017 18:00";"27.0";"743.4";"759.0";"62";"Viento procedente del noroeste";"5";"";"";"";"Nubosidad dispersa (40-50%) 600 m";"10.0 y más";"19.0";
"24.01.2017 17:00";"29.0";"742.8";"758.2";"51";"Viento procedente del oestenoroeste";"4";"";"";"";"Nubosidad dispersa (40-50%) 720 m";"10.0 y más";"18.0";
"24.01.2017 16:00";"29.0";"742.3";"757.7";"51";"Viento procedente del nornoroeste";"2";"";"";"";"Nubosidad escasa (10-30%) 720 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"18.0";
"24.01.2017 15:00";"29.0";"742.8";"758.2";"51";"Viento procedente del norte";"3";"";"";"";"Nubosidad escasa (10-30%) 720 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"18.0";
"24.01.2017 14:00";"29.0";"743.5";"759.0";"48";"Viento procedente del nornoroeste";"3";"";"";"";"Nubosidad escasa (10-30%) 720 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"17.0";
"24.01.2017 11:00";"22.0";"743.9";"759.7";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad fragmentada (60-90%) 2100 m";"10.0 y más";"21.0";
"24.01.2017 10:00";"22.0";"743.9";"759.7";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"21.0";
"24.01.2017 09:00";"19.0";"743.0";"759.0";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad fragmentada (60-90%) 2400 m";"10.0 y más";"18.0";
"24.01.2017 08:00";"17.0";"742.9";"759.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"17.0";
"24.01.2017 07:00";"16.0";"742.1";"758.2";"100";"Viento procedente del norte";"2";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"16.0";
"24.01.2017 06:00";"16.0";"741.6";"757.7";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"16.0";
"24.01.2017 05:00";"16.0";"741.6";"757.7";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"16.0";
"24.01.2017 04:00";"17.0";"741.6";"757.7";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"17.0";
"24.01.2017 03:00";"17.0";"742.1";"758.2";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"17.0";
"24.01.2017 02:00";"17.0";"741.6";"757.7";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"17.0";
"24.01.2017 01:00";"19.0";"742.2";"758.2";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"19.0";
"24.01.2017 00:00";"20.0";"742.3";"758.2";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"20.0";
"23.01.2017 23:00";"22.0";"742.4";"758.2";"100";"Viento procedente del sursureste";"2";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"22.0";
"23.01.2017 22:00";"22.0";"742.4";"758.2";"94";"Viento procedente del este";"3";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"21.0";
"23.01.2017 21:00";"22.0";"741.9";"757.7";"94";"Viento procedente del este";"6";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"21.0";
"23.01.2017 20:00";"24.0";"742.0";"757.7";"83";"Viento procedente del este";"5";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"21.0";
"23.01.2017 19:00";"24.0";"741.2";"756.9";"83";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"21.0";
"23.01.2017 18:00";"27.0";"740.7";"756.2";"70";"Viento procedente del estesureste";"6";"";"";"";"Nubosidad escasa (10-30%) 660 m";"10.0 y más";"21.0";
"23.01.2017 17:00";"29.0";"740.8";"756.2";"51";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 750 m";"10.0 y más";"18.0";
"23.01.2017 16:00";"29.0";"740.8";"756.2";"66";"Viento procedente del este";"5";"";"";"";"Nubosidad escasa (10-30%) 660 m";"10.0 y más";"22.0";
"23.01.2017 14:00";"28.0";"742.2";"757.7";"55";"Viento procedente del sursureste";"4";"";"";"";"Nubosidad escasa (10-30%) 660 m";"10.0 y más";"18.0";
"23.01.2017 13:00";"26.0";"743.4";"759.0";"74";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"21.0";
"23.01.2017 12:00";"25.0";"744.0";"759.7";"79";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"21.0";
"23.01.2017 11:00";"24.0";"744.8";"760.5";"78";"Viento procedente del sudeste";"4";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"20.0";
"23.01.2017 10:00";"22.0";"744.6";"760.5";"94";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"21.0";
"23.01.2017 09:00";"20.0";"744.5";"760.5";"94";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"19.0";
"23.01.2017 08:00";"16.0";"743.5";"759.7";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"16.0";
"23.01.2017 07:00";"17.0";"743.6";"759.7";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 420 m";"10.0 y más";"17.0";
"23.01.2017 06:00";"17.0";"743.6";"759.7";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"17.0";
"23.01.2017 05:00";"17.0";"742.9";"759.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"17.0";
"23.01.2017 04:00";"18.0";"743.0";"759.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"18.0";
"23.01.2017 03:00";"19.0";"743.0";"759.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"19.0";
"23.01.2017 02:00";"19.0";"743.7";"759.7";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 450 m";"10.0 y más";"19.0";
"23.01.2017 01:00";"20.0";"743.8";"759.7";"100";"Viento procedente del sudeste";"2";"";"";"";"Nubosidad escasa (10-30%) 450 m";"10.0 y más";"20.0";
"23.01.2017 00:00";"21.0";"744.6";"760.5";"100";"Viento procedente del sudeste";"2";"";"";"";"Nubosidad fragmentada (60-90%) 450 m";"10.0 y más";"21.0";
"22.01.2017 23:00";"21.0";"744.6";"760.5";"100";"Viento procedente del este";"2";"";"";"";"Nubosidad fragmentada (60-90%) 480 m";"10.0 y más";"21.0";
"22.01.2017 22:00";"21.0";"744.6";"760.5";"94";"Viento procedente del estesureste";"2";"";"";"";"Nubosidad fragmentada (60-90%) 420 m";"10.0 y más";"20.0";
"22.01.2017 21:00";"22.0";"743.9";"759.7";"88";"Viento procedente del sur";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"20.0";
"22.01.2017 20:00";"21.0";"743.1";"759.0";"88";"Viento procedente del estenoreste";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"19.0";
"22.01.2017 19:00";"25.0";"743.3";"759.0";"74";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"20.0";
"22.01.2017 18:00";"26.0";"743.4";"759.0";"70";"Viento procedente del sursureste";"4";"";"";"";"Nubosidad escasa (10-30%) 660 m";"10.0 y más";"20.0";
"22.01.2017 17:00";"27.0";"743.4";"759.0";"62";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad escasa (10-30%) 750 m";"10.0 y más";"19.0";
"22.01.2017 16:00";"27.0";"743.4";"759.0";"62";"Viento procedente del sursureste";"6";"";"";"";"Nubosidad escasa (10-30%) 750 m";"10.0 y más";"19.0";
"22.01.2017 15:00";"27.0";"743.4";"759.0";"62";"Viento procedente del estesureste";"7";"";"";"";"Nubosidad escasa (10-30%) 750 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"19.0";
"22.01.2017 14:00";"27.0";"744.1";"759.7";"58";"Viento procedente del estesureste";"6";"";"";"";"Nubosidad escasa (10-30%) 630 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"18.0";
"22.01.2017 13:00";"26.0";"744.9";"760.5";"65";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"19.0";
"22.01.2017 12:00";"26.0";"746.3";"762.0";"65";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 570 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"19.0";
"22.01.2017 11:00";"24.0";"747.0";"762.8";"69";"Viento procedente del este";"4";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"18.0";
"22.01.2017 10:00";"22.0";"746.9";"762.8";"78";"Viento procedente del sudeste";"2";"";"";"";"Nubosidad escasa (10-30%) 480 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"18.0";
"22.01.2017 09:00";"19.0";"746.0";"762.0";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 450 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"18.0";
"22.01.2017 08:00";"16.0";"745.0";"761.2";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"16.0";
"22.01.2017 07:00";"17.0";"745.1";"761.2";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 420 m";"10.0 y más";"17.0";
"22.01.2017 06:00";"17.0";"745.1";"761.2";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 420 m";"10.0 y más";"17.0";
"22.01.2017 05:00";"17.0";"744.4";"760.5";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"17.0";
"22.01.2017 04:00";"17.0";"744.4";"760.5";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"17.0";
"22.01.2017 03:00";"19.0";"745.2";"761.2";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 420 m";"10.0 y más";"19.0";
"22.01.2017 02:00";"19.0";"745.2";"761.2";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"18.0";
"22.01.2017 01:00";"19.0";"745.2";"761.2";"100";"Viento procedente del norte";"2";"";"";"";"Nubosidad dispersa (40-50%) 420 m";"10.0 y más";"19.0";
"22.01.2017 00:00";"19.0";"746.0";"762.0";"100";"Viento procedente del noreste";"2";"";"";"";"Nubosidad dispersa (40-50%) 450 m";"10.0 y más";"19.0";
"21.01.2017 23:00";"20.0";"746.0";"762.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 450 m";"10.0 y más";"20.0";
"21.01.2017 22:00";"21.0";"746.1";"762.0";"94";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 450 m";"10.0 y más";"20.0";
"21.01.2017 21:00";"22.0";"746.1";"762.0";"88";"Viento procedente del sur";"2";"";"";"";"Nubosidad escasa (10-30%) 510 m";"10.0 y más";"20.0";
"21.01.2017 20:00";"23.0";"745.4";"761.2";"100";"Viento procedente del sursureste";"2";"";"";"";"Nubosidad dispersa (40-50%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"23.0";
"21.01.2017 19:00";"24.0";"744.8";"760.5";"83";"Calma, escampado";"0";"";"";"";"Nubosidad fragmentada (60-90%) 540 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"21.0";
"21.01.2017 18:00";"26.0";"744.9";"760.5";"74";"Viento procedente del noreste";"3";"";"";"";"Nubosidad dispersa (40-50%) 660 m";"10.0 y más";"21.0";
"21.01.2017 17:00";"28.0";"744.2";"759.7";"55";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 750 m";"10.0 y más";"18.0";
"21.01.2017 16:00";"28.0";"745.0";"760.5";"58";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 750 m";"10.0 y más";"19.0";
"21.01.2017 15:00";"27.0";"745.6";"761.2";"62";"vientos de dirección variable";"2";"";"";"";"Nubosidad dispersa (40-50%) 660 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"19.0";
"21.01.2017 14:00";"27.0";"746.4";"762.0";"58";"Viento procedente del oestenoroeste";"3";"";"";"";"Nubosidad escasa (10-30%) 630 m, nubosidad fragmentada (60-90%) 2400 m";"10.0 y más";"18.0";
"21.01.2017 13:00";"27.0";"746.4";"762.0";"66";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 630 m, nubosidad fragmentada (60-90%) 2400 m";"10.0 y más";"20.0";
"21.01.2017 12:00";"26.0";"747.1";"762.8";"65";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 630 m";"10.0 y más";"19.0";
